# clock	walking	resting	collected_food	energy
1648	14	6	7	-16633
1649	14	6	7	-16647
1650	13	7	7	-16660
1651	13	7	7	-16673
1652	13	7	7	-16686
1653	13	7	7	-16699
1654	13	7	7	-16712
1655	13	7	7	-16725
1656	13	7	7	-16738
1657	13	7	7	-16751
1658	13	7	7	-16764
1659	13	7	7	-16777
1660	13	7	7	-16790
1661	13	7	7	-16803
1662	13	7	7	-16816
1663	13	7	7	-16829
1664	13	7	7	-16842
1665	13	7	7	-16855
1666	13	7	7	-16868
1667	13	7	7	-16881
1668	13	7	7	-16894
1669	13	7	7	-16907
1670	13	7	7	-16920
1671	13	7	7	-16933
1672	13	7	7	-16946
1673	13	7	7	-16959
1674	13	7	7	-16972
1675	13	7	7	-16985
1676	13	7	7	-16998
1677	13	7	7	-17011
1678	13	7	7	-17024
1679	12	8	7	-17036
1680	12	8	7	-17048
1681	12	8	7	-17060
1682	12	8	7	-17072
1683	12	8	7	-17084
1684	12	8	7	-17096
1685	12	8	7	-17108
1686	12	8	7	-17120
1687	12	8	7	-17132
1688	12	8	7	-17144
1689	12	8	7	-17156
1690	12	8	7	-17168
1691	12	8	7	-17180
1692	12	8	7	-17192
1693	12	8	7	-17204
1694	12	8	7	-17216
1695	12	8	7	-17228
1696	12	8	7	-17240
1697	12	8	7	-17252
1698	12	8	7	-17264
1699	12	8	7	-17276
1700	12	8	7	-17288
1701	12	8	7	-17300
1702	12	8	7	-17312
1703	12	8	7	-17324
1704	12	8	7	-17336
1705	12	8	7	-17348
1706	12	8	7	-17360
1707	12	8	7	-17372
1708	12	8	7	-17384
1709	12	8	7	-17396
1710	12	8	7	-17408
1711	12	8	7	-17420
1712	12	8	7	-17432
1713	12	8	7	-17444
1714	12	8	7	-17456
1715	12	8	7	-17468
1716	12	8	7	-17480
1717	12	8	7	-17492
1718	12	8	7	-17504
1719	12	8	7	-17516
1720	12	8	7	-17528
1721	12	8	7	-17540
1722	12	8	7	-17552
1723	12	8	7	-17564
1724	12	8	7	-17576
1725	12	8	7	-17588
1726	12	8	7	-17600
1727	12	8	7	-17612
1728	12	8	7	-17624
1729	12	8	7	-17636
1730	12	8	7	-17648
1731	12	8	7	-17660
1732	12	8	7	-17672
1733	12	8	7	-17684
1734	12	8	7	-17696
1735	12	8	7	-17708
1736	12	8	7	-17720
1737	12	8	7	-17732
1738	12	8	7	-17744
1739	12	8	7	-17756
1740	12	8	7	-17768
1741	12	8	7	-17780
1742	12	8	7	-17792
1743	12	8	7	-17804
1744	12	8	7	-17816
1745	12	8	7	-17828
1746	12	8	7	-17840
1747	12	8	7	-17852
1748	12	8	7	-17864
1749	12	8	7	-17876
1750	12	8	7	-17888
1751	12	8	7	-17900
1752	12	8	7	-17912
1753	12	8	7	-17924
1754	12	8	7	-17936
1755	12	8	7	-17948
1756	12	8	7	-17960
1757	12	8	7	-17972
1758	12	8	7	-17984
1759	12	8	7	-17996
1760	12	8	7	-18008
1761	12	8	7	-18020
1762	12	8	7	-18032
1763	12	8	7	-18044
1764	12	8	7	-18056
1765	12	8	7	-18068
1766	12	8	7	-18080
1767	12	8	7	-18092
1768	12	8	7	-18104
1769	12	8	7	-18116
1770	12	8	7	-18128
1771	12	8	7	-18140
1772	12	8	7	-18152
1773	12	8	7	-18164
1774	12	8	7	-18176
1775	12	8	7	-18188
1776	12	8	7	-18200
1777	12	8	7	-18212
1778	12	8	7	-18224
1779	12	8	7	-18236
1780	12	8	7	-18248
1781	12	8	7	-18260
1782	12	8	7	-18272
1783	12	8	7	-18284
1784	12	8	7	-18296
1785	12	8	7	-18308
1786	12	8	7	-18320
1787	12	8	7	-18332
1788	12	8	7	-18344
1789	12	8	7	-18356
1790	12	8	7	-18368
1791	12	8	7	-18380
1792	12	8	7	-18392
1793	12	8	7	-18404
1794	12	8	7	-18416
1795	12	8	7	-18428
1796	12	8	7	-18440
1797	12	8	7	-18452
1798	12	8	7	-18464
1799	11	9	7	-18475
1800	11	9	7	-18486
1801	11	9	7	-18497
1802	11	9	7	-18508
1803	11	9	7	-18519
1804	11	9	7	-18530
1805	11	9	7	-18541
1806	11	9	7	-18552
1807	11	9	7	-18563
1808	11	9	7	-18574
1809	11	9	7	-18585
1810	11	9	7	-18596
1811	11	9	7	-18607
1812	11	9	7	-18618
1813	11	9	7	-18629
1814	11	9	7	-18640
1815	11	9	7	-18651
1816	11	9	7	-18662
1817	11	9	7	-18673
1818	11	9	7	-18684
1819	11	9	7	-18695
1820	11	9	7	-18706
1821	11	9	7	-18717
1822	11	9	7	-18728
1823	11	9	7	-18739
1824	11	9	7	-18750
1825	11	9	7	-18761
1826	11	9	7	-18772
1827	11	9	7	-18783
1828	11	9	7	-18794
1829	11	9	7	-18805
1830	11	9	7	-18816
1831	11	9	7	-18827
1832	11	9	7	-18838
1833	11	9	7	-18849
1834	11	9	7	-18860
1835	11	9	7	-18871
1836	11	9	7	-18882
1837	11	9	7	-18893
1838	11	9	7	-18904
1839	11	9	7	-18915
1840	11	9	7	-18926
1841	11	9	7	-18937
1842	11	9	7	-18948
1843	11	9	7	-18959
1844	11	9	7	-18970
1845	11	9	7	-18981
1846	11	9	7	-18992
1847	11	9	7	-19003
1848	11	9	7	-19014
1849	11	9	7	-19025
1850	11	9	7	-19036
1851	11	9	7	-19047
1852	11	9	7	-19058
1853	10	10	7	-19068
1854	10	10	7	-19078
1855	10	10	7	-19088
1856	10	10	7	-19098
1857	10	10	7	-19108
1858	10	10	7	-19118
1859	10	10	7	-19128
1860	10	10	7	-19138
1861	10	10	7	-19148
1862	10	10	7	-19158
1863	10	10	7	-19168
1864	10	10	7	-19178
1865	10	10	7	-19188
1866	10	10	7	-19198
1867	10	10	7	-19208
1868	10	10	7	-19218
1869	10	10	7	-19228
1870	10	10	7	-19238
1871	10	10	7	-19248
1872	10	10	7	-19258
1873	10	10	7	-19268
1874	10	10	7	-19278
1875	10	10	7	-19288
1876	10	10	7	-19298
1877	10	10	7	-19308
1878	10	10	7	-19318
1879	10	10	7	-19328
1880	10	10	7	-19338
1881	10	10	7	-19348
1882	10	10	7	-19358
1883	10	10	7	-19368
1884	10	10	7	-19378
1885	10	10	7	-19388
1886	10	10	7	-19398
1887	10	10	7	-19408
1888	10	10	7	-19418
1889	10	10	7	-19428
1890	10	10	7	-19438
1891	10	10	7	-19448
1892	10	10	7	-19458
1893	10	10	7	-19468
1894	10	10	7	-19478
1895	10	10	7	-19488
1896	10	10	7	-19498
1897	10	10	7	-19508
1898	10	10	7	-19518
1899	10	10	7	-19528
1900	10	10	7	-19538
1901	10	10	7	-19548
1902	10	10	7	-19558
1903	10	10	7	-19568
1904	10	10	7	-19578
1905	10	10	7	-19588
1906	10	10	7	-19598
1907	10	10	7	-19608
1908	10	10	7	-19618
1909	10	10	7	-19628
1910	10	10	7	-19638
1911	10	10	7	-19648
1912	10	10	7	-19658
1913	10	10	7	-19668
1914	10	10	7	-19678
1915	10	10	7	-19688
1916	10	10	7	-19698
1917	10	10	7	-19708
1918	10	10	7	-19718
1919	10	10	7	-19728
1920	10	10	7	-19738
1921	10	10	7	-19748
1922	10	10	7	-19758
1923	10	10	7	-19768
1924	10	10	7	-19778
1925	10	10	7	-19788
1926	10	10	7	-19798
1927	10	10	7	-19808
1928	10	10	7	-19818
1929	10	10	7	-19828
1930	10	10	7	-19838
1931	10	10	7	-19848
1932	10	10	7	-19858
1933	10	10	7	-19868
1934	10	10	7	-19878
1935	10	10	7	-19888
1936	10	10	7	-19898
1937	10	10	7	-19908
1938	10	10	7	-19918
1939	10	10	7	-19928
1940	10	10	7	-19938
1941	10	10	7	-19948
1942	10	10	7	-19958
1943	10	10	7	-19968
1944	10	10	7	-19978
1945	10	10	7	-19988
1946	10	10	7	-19998
1947	10	10	7	-20008
1948	10	10	7	-20018
1949	10	10	7	-20028
1950	10	10	7	-20038
1951	10	10	7	-20048
1952	10	10	7	-20058
1953	10	10	7	-20068
1954	10	10	7	-20078
1955	10	10	7	-20088
1956	10	10	7	-20098
1957	10	10	7	-20108
1958	10	10	7	-20118
1959	10	10	7	-20128
1960	10	10	7	-20138
1961	10	10	7	-20148
1962	10	10	7	-20158
1963	10	10	7	-20168
1964	10	10	7	-20178
1965	10	10	7	-20188
1966	10	10	7	-20198
1967	10	10	7	-20208
1968	10	10	7	-20218
1969	10	10	7	-20228
1970	10	10	7	-20238
1971	10	10	7	-20248
1972	10	10	7	-20258
1973	10	10	7	-20268
1974	10	10	7	-20278
1975	10	10	7	-20288
1976	10	10	7	-20298
1977	10	10	7	-20308
1978	10	10	7	-20318
1979	10	10	7	-20328
1980	10	10	7	-20338
1981	10	10	7	-20348
1982	10	10	7	-20358
1983	10	10	7	-20368
1984	10	10	7	-20378
1985	10	10	7	-20388
1986	10	10	7	-20398
1987	10	10	7	-20408
1988	10	10	7	-20418
1989	10	10	7	-20428
1990	10	10	7	-20438
1991	10	10	7	-20448
1992	10	10	7	-20458
1993	10	10	7	-20468
1994	10	10	7	-20478
1995	10	10	7	-20488
1996	10	10	7	-20498
1997	10	10	7	-20508
1998	10	10	7	-20518
1999	10	10	7	-20528
2000	10	10	7	-20538
2001	10	10	7	-20548
2002	10	10	7	-20558
2003	10	10	7	-20568
2004	10	10	7	-20578
2005	10	10	7	-20588
2006	10	10	7	-20598
2007	10	10	7	-20608
2008	10	10	7	-20618
2009	10	10	7	-20628
2010	10	10	7	-20638
2011	10	10	7	-20648
2012	10	10	7	-20658
2013	10	10	7	-20668
2014	10	10	7	-20678
2015	10	10	7	-20688
2016	10	10	7	-20698
2017	10	10	7	-20708
2018	10	10	7	-20718
2019	10	10	7	-20728
2020	10	10	7	-20738
2021	10	10	7	-20748
2022	10	10	7	-20758
2023	10	10	7	-20768
2024	10	10	7	-20778
2025	10	10	7	-20788
2026	10	10	7	-20798
2027	10	10	7	-20808
2028	10	10	7	-20818
2029	10	10	7	-20828
2030	10	10	7	-20838
2031	10	10	7	-20848
2032	10	10	7	-20858
2033	10	10	7	-20868
2034	10	10	7	-20878
2035	10	10	7	-20888
2036	10	10	7	-20898
2037	10	10	7	-20908
2038	10	10	7	-20918
2039	10	10	7	-20928
2040	10	10	7	-20938
2041	10	10	7	-20948
2042	10	10	7	-20958
2043	10	10	7	-20968
2044	10	10	7	-20978
2045	10	10	7	-20988
2046	10	10	7	-20998
2047	10	10	7	-21008
2048	10	10	7	-21018
2049	10	10	7	-21028
2050	10	10	7	-21038
2051	10	10	7	-21048
2052	10	10	7	-21058
2053	10	10	7	-21068
2054	10	10	7	-21078
2055	10	10	7	-21088
2056	10	10	7	-21098
2057	10	10	7	-21108
2058	10	10	7	-21118
2059	10	10	7	-21128
2060	10	10	7	-21138
2061	10	10	7	-21148
2062	10	10	7	-21158
2063	10	10	7	-21168
2064	10	10	7	-21178
2065	10	10	7	-21188
2066	10	10	7	-21198
2067	10	10	7	-21208
2068	10	10	7	-21218
2069	10	10	7	-21228
2070	10	10	7	-21238
2071	10	10	7	-21248
2072	10	10	7	-21258
2073	10	10	7	-21268
2074	10	10	7	-21278
2075	10	10	7	-21288
2076	10	10	7	-21298
2077	10	10	7	-21308
2078	10	10	7	-21318
2079	10	10	7	-21328
2080	10	10	7	-21338
2081	10	10	7	-21348
2082	10	10	7	-21358
2083	10	10	7	-21368
2084	10	10	7	-21378
2085	10	10	7	-21388
2086	10	10	7	-21398
2087	10	10	7	-21408
2088	10	10	7	-21418
2089	10	10	7	-21428
2090	10	10	7	-21438
2091	10	10	7	-21448
2092	10	10	7	-21458
2093	10	10	7	-21468
2094	10	10	7	-21478
2095	10	10	7	-21488
2096	10	10	7	-21498
2097	10	10	7	-21508
2098	10	10	7	-21518
2099	10	10	7	-21528
2100	10	10	7	-21538
2101	10	10	7	-21548
2102	10	10	7	-21558
2103	10	10	7	-21568
2104	10	10	7	-21578
2105	10	10	7	-21588
2106	10	10	7	-21598
2107	10	10	7	-21608
2108	10	10	7	-21618
2109	10	10	7	-21628
2110	10	10	7	-21638
2111	10	10	7	-21648
2112	10	10	7	-21658
2113	10	10	7	-21668
2114	10	10	7	-21678
2115	10	10	7	-21688
2116	10	10	7	-21698
2117	10	10	7	-21708
2118	10	10	7	-21718
2119	10	10	7	-21728
2120	10	10	7	-21738
2121	10	10	7	-21748
2122	10	10	7	-21758
2123	10	10	7	-21768
2124	10	10	7	-21778
2125	10	10	7	-21788
2126	10	10	7	-21798
2127	10	10	7	-21808
2128	10	10	7	-21818
2129	10	10	7	-21828
2130	10	10	7	-21838
2131	10	10	7	-21848
2132	10	10	7	-21858
2133	10	10	7	-21868
2134	10	10	7	-21878
2135	10	10	7	-21888
2136	10	10	7	-21898
2137	10	10	7	-21908
2138	10	10	7	-21918
2139	10	10	7	-21928
2140	10	10	7	-21938
2141	10	10	7	-21948
2142	10	10	7	-21958
2143	10	10	7	-21968
2144	10	10	7	-21978
2145	10	10	7	-21988
2146	10	10	7	-21998
2147	10	10	7	-22008
2148	10	10	7	-22018
2149	10	10	7	-22028
2150	10	10	7	-22038
2151	10	10	7	-22048
2152	10	10	7	-22058
2153	10	10	7	-22068
2154	10	10	7	-22078
2155	10	10	7	-22088
2156	10	10	7	-22098
2157	10	10	7	-22108
2158	10	10	7	-22118
2159	10	10	7	-22128
2160	10	10	7	-22138
2161	10	10	7	-22148
2162	10	10	7	-22158
2163	10	10	7	-22168
2164	10	10	7	-22178
2165	10	10	7	-22188
2166	10	10	7	-22198
2167	10	10	7	-22208
2168	10	10	7	-22218
2169	10	10	7	-22228
2170	10	10	7	-22238
2171	10	10	7	-22248
2172	10	10	7	-22258
2173	10	10	7	-22268
2174	10	10	7	-22278
2175	10	10	7	-22288
2176	10	10	7	-22298
2177	10	10	7	-22308
2178	10	10	7	-22318
2179	10	10	7	-22328
2180	10	10	7	-22338
2181	10	10	7	-22348
2182	10	10	7	-22358
2183	10	10	7	-22368
2184	10	10	7	-22378
2185	10	10	7	-22388
2186	10	10	7	-22398
2187	10	10	7	-22408
2188	10	10	7	-22418
2189	10	10	7	-22428
2190	10	10	7	-22438
2191	10	10	7	-22448
2192	10	10	7	-22458
2193	10	10	7	-22468
2194	10	10	7	-22478
2195	10	10	7	-22488
2196	10	10	7	-22498
2197	10	10	7	-22508
2198	10	10	7	-22518
2199	10	10	7	-22528
2200	10	10	7	-22538
2201	10	10	7	-22548
2202	10	10	7	-22558
2203	10	10	7	-22568
2204	10	10	7	-22578
2205	10	10	7	-22588
2206	10	10	7	-22598
2207	10	10	7	-22608
2208	10	10	7	-22618
2209	10	10	7	-22628
2210	10	10	7	-22638
2211	10	10	7	-22648
2212	10	10	7	-22658
2213	10	10	7	-22668
2214	10	10	7	-22678
2215	10	10	7	-22688
2216	10	10	7	-22698
2217	10	10	7	-22708
2218	10	10	7	-22718
2219	10	10	7	-22728
2220	10	10	7	-22738
2221	10	10	7	-22748
2222	10	10	7	-22758
2223	10	10	7	-22768
2224	10	10	7	-22778
2225	10	10	7	-22788
2226	10	10	7	-22798
2227	10	10	7	-22808
2228	10	10	7	-22818
2229	10	10	7	-22828
2230	10	10	7	-22838
2231	10	10	7	-22848
2232	10	10	7	-22858
2233	10	10	7	-22868
2234	10	10	7	-22878
2235	10	10	7	-22888
2236	10	10	7	-22898
2237	10	10	7	-22908
2238	10	10	7	-22918
2239	10	10	7	-22928
2240	10	10	7	-22938
2241	10	10	7	-22948
2242	10	10	7	-22958
2243	10	10	7	-22968
2244	10	10	7	-22978
2245	10	10	7	-22988
2246	10	10	7	-22998
2247	10	10	7	-23008
2248	10	10	7	-23018
2249	10	10	7	-23028
2250	10	10	7	-23038
2251	10	10	7	-23048
2252	10	10	7	-23058
2253	10	10	7	-23068
2254	10	10	7	-23078
2255	10	10	7	-23088
2256	10	10	7	-23098
2257	10	10	7	-23108
2258	10	10	7	-23118
2259	10	10	7	-23128
2260	10	10	7	-23138
2261	10	10	7	-23148
2262	9	11	7	-23157
2263	9	11	7	-23166
2264	9	11	7	-23175
2265	9	11	7	-23184
2266	9	11	7	-23193
2267	9	11	7	-23202
2268	8	12	7	-23210
2269	8	12	7	-23218
2270	8	12	7	-23226
2271	8	12	7	-23234
2272	8	12	7	-23242
2273	8	12	7	-23250
2274	8	12	7	-23258
2275	8	12	7	-23266
2276	8	12	7	-23274
2277	8	12	7	-23282
2278	8	12	7	-23290
2279	8	12	7	-23298
2280	8	12	7	-23306
2281	8	12	7	-23314
2282	8	12	7	-23322
2283	8	12	7	-23330
2284	8	12	7	-23338
2285	7	13	7	-23345
2286	7	13	7	-23352
2287	7	13	7	-23359
2288	7	13	7	-23366
2289	7	13	7	-23373
2290	7	13	7	-23380
2291	7	13	7	-23387
2292	7	13	7	-23394
2293	7	13	7	-23401
2294	7	13	7	-23408
2295	7	13	7	-23415
2296	7	13	7	-23422
2297	7	13	7	-23429
2298	7	13	7	-23436
2299	7	13	7	-23443
2300	7	13	7	-23450
2301	7	13	7	-23457
2302	7	13	7	-23464
2303	7	13	7	-23471
2304	7	13	7	-23478
2305	7	13	7	-23485
2306	7	13	7	-23492
2307	7	13	7	-23499
2308	7	13	7	-23506
2309	7	13	7	-23513
2310	7	13	7	-23520
2311	7	13	7	-23527
2312	7	13	7	-23534
2313	7	13	7	-23541
2314	7	13	7	-23548
2315	7	13	7	-23555
2316	7	13	7	-23562
2317	7	13	7	-23569
2318	7	13	7	-23576
2319	7	13	7	-23583
2320	7	13	7	-23590
2321	7	13	7	-23597
2322	7	13	7	-23604
2323	7	13	7	-23611
2324	7	13	7	-23618
2325	7	13	7	-23625
2326	7	13	7	-23632
2327	7	13	7	-23639
2328	7	13	7	-23646
2329	7	13	7	-23653
2330	7	13	7	-23660
2331	7	13	7	-23667
2332	7	13	7	-23674
2333	7	13	7	-23681
2334	7	13	7	-23688
2335	7	13	7	-23695
2336	7	13	7	-23702
2337	7	13	7	-23709
2338	7	13	7	-23716
2339	7	13	7	-23723
2340	7	13	7	-23730
2341	7	13	7	-23737
2342	7	13	7	-23744
2343	7	13	7	-23751
2344	7	13	7	-23758
2345	7	13	7	-23765
2346	7	13	7	-23772
2347	7	13	7	-23779
2348	7	13	7	-23786
2349	7	13	7	-23793
2350	7	13	7	-23800
2351	7	13	7	-23807
2352	7	13	7	-23814
2353	7	13	7	-23821
2354	7	13	7	-23828
2355	7	13	7	-23835
2356	7	13	7	-23842
2357	7	13	7	-23849
2358	7	13	7	-23856
2359	7	13	7	-23863
2360	7	13	7	-23870
2361	7	13	7	-23877
2362	7	13	7	-23884
2363	7	13	7	-23891
2364	7	13	7	-23898
2365	7	13	7	-23905
2366	7	13	8	-22912
2367	7	13	8	-22919
2368	7	13	8	-22926
2369	7	13	8	-22933
2370	7	13	8	-22940
2371	7	13	8	-22947
2372	7	13	8	-22954
2373	7	13	8	-22961
2374	7	13	8	-22968
2375	7	13	8	-22975
2376	7	13	8	-22982
2377	7	13	8	-22989
2378	6	14	8	-22995
2379	6	14	8	-23001
2380	6	14	8	-23007
2381	6	14	8	-23013
2382	6	14	8	-23019
2383	6	14	8	-23025
2384	6	14	8	-23031
2385	6	14	8	-23037
2386	6	14	8	-23043
2387	6	14	8	-23049
2388	6	14	8	-23055
2389	6	14	8	-23061
2390	6	14	8	-23067
2391	6	14	8	-23073
2392	6	14	8	-23079
2393	6	14	8	-23085
2394	6	14	8	-23091
2395	6	14	8	-23097
2396	6	14	8	-23103
2397	6	14	8	-23109
2398	6	14	8	-23115
2399	6	14	8	-23121
2400	6	14	8	-23127
2401	6	14	8	-23133
2402	6	14	8	-23139
2403	6	14	8	-23145
2404	6	14	8	-23151
2405	6	14	8	-23157
2406	6	14	8	-23163
2407	6	14	8	-23169
2408	6	14	8	-23175
2409	6	14	8	-23181
2410	6	14	8	-23187
2411	6	14	8	-23193
2412	6	14	8	-23199
2413	6	14	8	-23205
2414	6	14	8	-23211
2415	6	14	8	-23217
2416	6	14	8	-23223
2417	6	14	8	-23229
2418	5	15	8	-23234
2419	5	15	8	-23239
2420	5	15	8	-23244
2421	5	15	8	-23249
2422	5	15	8	-23254
2423	5	15	8	-23259
2424	4	16	8	-23263
2425	4	16	8	-23267
2426	4	16	8	-23271
2427	5	15	8	-23276
2428	5	15	8	-23281
2429	5	15	8	-23286
2430	5	15	8	-23291
2431	5	15	8	-23296
2432	5	15	8	-23301
2433	5	15	8	-23306
2434	5	15	8	-23311
2435	6	14	8	-23317
2436	6	14	8	-23323
2437	6	14	8	-23329
2438	6	14	8	-23335
2439	6	14	8	-23341
2440	6	14	8	-23347
2441	6	14	8	-23353
2442	6	14	8	-23359
2443	6	14	8	-23365
2444	7	13	8	-23372
2445	7	13	8	-23379
2446	7	13	8	-23386
2447	7	13	8	-23393
2448	7	13	8	-23400
2449	7	13	8	-23407
2450	7	13	8	-23414
2451	7	13	8	-23421
2452	7	13	8	-23428
2453	7	13	8	-23435
2454	7	13	8	-23442
2455	7	13	8	-23449
2456	7	13	8	-23456
2457	7	13	8	-23463
2458	7	13	8	-23470
2459	7	13	8	-23477
2460	7	13	8	-23484
2461	7	13	8	-23491
2462	7	13	8	-23498
2463	7	13	8	-23505
2464	7	13	8	-23512
2465	7	13	8	-23519
2466	7	13	8	-23526
2467	7	13	8	-23533
2468	7	13	8	-23540
2469	7	13	8	-23547
2470	7	13	8	-23554
2471	7	13	8	-23561
2472	7	13	8	-23568
2473	7	13	8	-23575
2474	7	13	8	-23582
2475	7	13	8	-23589
2476	7	13	8	-23596
2477	7	13	8	-23603
2478	8	12	8	-23611
2479	8	12	8	-23619
2480	8	12	8	-23627
2481	8	12	8	-23635
2482	7	13	8	-23642
2483	7	13	8	-23649
2484	7	13	8	-23656
2485	7	13	8	-23663
2486	7	13	8	-23670
2487	7	13	8	-23677
2488	7	13	8	-23684
2489	7	13	8	-23691
2490	7	13	8	-23698
2491	7	13	8	-23705
2492	7	13	8	-23712
2493	7	13	8	-23719
2494	7	13	8	-23726
2495	7	13	8	-23733
2496	7	13	8	-23740
2497	7	13	8	-23747
2498	7	13	8	-23754
2499	7	13	8	-23761
2500	7	13	8	-23768
2501	7	13	8	-23775
2502	7	13	8	-23782
2503	7	13	8	-23789
2504	7	13	8	-23796
2505	7	13	8	-23803
2506	6	14	8	-23809
2507	6	14	8	-23815
2508	6	14	8	-23821
2509	6	14	8	-23827
2510	6	14	8	-23833
2511	6	14	8	-23839
2512	6	14	8	-23845
2513	6	14	8	-23851
2514	6	14	8	-23857
2515	6	14	8	-23863
2516	6	14	8	-23869
2517	6	14	8	-23875
2518	6	14	8	-23881
2519	6	14	8	-23887
2520	6	14	8	-23893
2521	6	14	8	-23899
2522	6	14	8	-23905
2523	6	14	8	-23911
2524	6	14	8	-23917
2525	6	14	8	-23923
2526	6	14	8	-23929
2527	6	14	8	-23935
2528	6	14	8	-23941
2529	6	14	8	-23947
2530	6	14	8	-23953
2531	6	14	8	-23959
2532	6	14	8	-23965
2533	6	14	8	-23971
2534	6	14	8	-23977
2535	6	14	8	-23983
2536	6	14	8	-23989
2537	6	14	8	-23995
2538	6	14	8	-24001
2539	6	14	8	-24007
2540	6	14	8	-24013
2541	6	14	8	-24019
2542	6	14	8	-24025
2543	5	15	8	-24030
2544	5	15	8	-24035
2545	5	15	8	-24040
2546	5	15	8	-24045
2547	5	15	8	-24050
2548	5	15	8	-24055
2549	5	15	8	-24060
2550	5	15	8	-24065
2551	5	15	8	-24070
2552	5	15	8	-24075
2553	5	15	8	-24080
2554	5	15	8	-24085
2555	5	15	8	-24090
2556	5	15	8	-24095
2557	5	15	8	-24100
2558	5	15	8	-24105
2559	5	15	8	-24110
2560	5	15	8	-24115
2561	5	15	8	-24120
2562	5	15	8	-24125
2563	5	15	8	-24130
2564	5	15	8	-24135
2565	5	15	8	-24140
2566	5	15	8	-24145
2567	5	15	8	-24150
2568	5	15	8	-24155
2569	5	15	8	-24160
